  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(17_16)Mean,  d(18_16)Mean,    d(D_H)Mean,      E17_Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(17_16)_SD,   d(18_16)_SD,     d(D_H)_SD,        E17_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code,Pulse Good
   535,    P-1004,   2025/07/27 14:50:06,Picarro_Sample_Tray-106,       3,        -8.867,       -16.665,      -178.789,        -0.033,         12243,      -1,    1,                                        ,                                        ,                 H2O, 1753653280.12,         0.195,         0.178,         0.713,         0.146,        88.807,         0.001,         0.006,         1.499,        47.989,        25.707,         0.641,        43.293,         0.938,         0.013,       -0.0000,       -0.0000,    0,        41.125,Picarro_Sample_Tray,     106,       4,    UBC_01,       0,       1
   536,    P-1004,   2025/07/27 14:59:06,Picarro_Sample_Tray-106,       4,        -8.909,       -16.702,      -179.156,        -0.056,         12206,       0,    1,                                        ,                                        ,                 H2O, 1753653821.42,         0.181,         0.177,         0.665,         0.133,        87.506,         0.000,         0.003,         1.477,        47.779,        25.612,         0.635,        43.360,         0.940,         0.063,       -0.0000,        0.0000,    0,        41.125,Picarro_Sample_Tray,     106,       4,    UBC_01,       0,       1
   537,    P-1004,   2025/07/27 15:08:06,Picarro_Sample_Tray-106,       5,        -8.864,       -16.677,      -179.407,        -0.023,         12178,       0,    1,                                        ,                                        ,                 H2O, 1753654361.57,         0.182,         0.160,         0.626,         0.145,        88.051,         0.000,         0.004,         1.484,        47.739,        25.578,         0.627,        42.730,         0.940,        -0.114,        0.0000,       -0.0000,    0,        41.125,Picarro_Sample_Tray,     106,       4,    UBC_01,       0,       1
   538,    P-1004,   2025/07/27 15:17:08,Picarro_Sample_Tray-106,       6,        -8.899,       -16.701,      -179.658,        -0.046,         12174,       0,    1,                                        ,                                        ,                 H2O, 1753654902.33,         0.184,         0.175,         0.639,         0.142,        87.222,         0.001,         0.004,         1.470,        47.657,        25.450,         0.636,        43.433,         0.940,         0.044,        0.0000,        0.0000,    0,        41.000,Picarro_Sample_Tray,     106,       4,    UBC_01,       0,       1
   539,    P-1004,   2025/07/27 15:26:08,Picarro_Sample_Tray-106,       7,        -8.911,       -16.717,      -179.765,        -0.050,         12247,       0,    1,                                        ,                                        ,                 H2O, 1753655443.02,         0.187,         0.172,         0.681,         0.140,        88.268,         0.001,         0.002,         1.493,        47.992,        25.695,         0.641,        43.338,         0.943,         0.013,       -0.0000,        0.0000,    0,        40.938,Picarro_Sample_Tray,     106,       4,    UBC_01,       0,       1
   540,    P-1004,   2025/07/27 15:35:08,Picarro_Sample_Tray-106,       8,        -8.902,       -16.724,      -180.031,        -0.037,         12212,       0,    1,                                        ,                                        ,                 H2O, 1753655982.96,         0.180,         0.162,         0.593,         0.144,        86.985,         0.001,         0.003,         1.471,        47.894,        25.701,         0.631,        42.618,         0.938,        -0.066,        0.0000,       -0.0000,    0,        41.000,Picarro_Sample_Tray,     106,       4,    UBC_01,       0,       1
   541,    P-1004,   2025/07/27 15:44:09,Picarro_Sample_Tray-106,       9,        -8.914,       -16.738,      -180.010,        -0.042,         12258,       0,    1,                                        ,                                        ,                 H2O, 1753656522.88,         0.200,         0.173,         0.642,         0.143,        89.757,        -0.000,         0.002,         1.519,        48.048,        25.720,         0.635,        43.278,         0.940,         0.011,        0.0000,       -0.0000,    0,        41.000,Picarro_Sample_Tray,     106,       4,    UBC_01,       0,       1
   542,    P-1004,   2025/07/27 15:53:09,Picarro_Sample_Tray-106,      10,        -8.881,       -16.701,      -180.073,        -0.028,         12267,       0,    1,                                        ,                                        ,                 H2O, 1753657064.50,         0.205,         0.183,         0.696,         0.154,        88.817,         0.000,         0.004,         1.508,        48.125,        25.857,         0.638,        42.857,         0.940,        -0.094,        0.0000,        0.0000,    0,        41.062,Picarro_Sample_Tray,     106,       4,    UBC_01,       0,       1
   543,    P-1004,   2025/07/27 16:02:10,Picarro_Sample_Tray-106,      11,        -8.921,       -16.729,      -180.131,        -0.053,         12239,       0,    1,                                        ,                                        ,                 H2O, 1753657604.19,         0.202,         0.180,         0.638,         0.153,        88.138,         0.000,         0.002,         1.490,        47.955,        25.591,         0.638,        43.534,         0.939,         0.007,       -0.0000,       -0.0000,    0,        41.062,Picarro_Sample_Tray,     106,       4,    UBC_01,       0,       1
   544,    P-1004,   2025/07/27 16:11:10,Picarro_Sample_Tray-106,      12,        -8.900,       -16.737,      -180.155,        -0.028,         12295,       0,    1,                                        ,                                        ,                 H2O, 1753658145.51,         0.189,         0.176,         0.736,         0.136,        89.583,         0.000,         0.004,         1.511,        48.245,        25.794,         0.634,        43.379,         0.940,        -0.043,        0.0000,       -0.0000,    0,        41.062,Picarro_Sample_Tray,     106,       4,    UBC_01,       0,       1
   545,    P-1005,   2025/07/27 16:20:24,Picarro_Sample_Tray-113,       1,        -6.065,       -11.371,       -97.578,        -0.045,         12620,      -1,    1,                                        ,                                        ,                 H2O, 1753658699.17,         0.198,         0.175,         0.729,         0.155,        89.100,        -0.000,        -0.006,         1.500,        49.720,        26.246,         0.678,        45.933,         0.941,        -0.033,       -0.0000,       -0.0000,    0,        41.062,Picarro_Sample_Tray,     113,       5,    UBC_01,       0,       1
   546,    P-1005,   2025/07/27 16:29:24,Picarro_Sample_Tray-113,       2,        -5.969,       -11.164,       -91.377,        -0.059,         12281,      -1,    1,                                        ,                                        ,                 H2O, 1753659238.69,         0.209,         0.188,         0.791,         0.158,        88.231,        -0.000,        -0.007,         1.487,        48.200,        25.483,         0.678,        44.913,         0.940,        -0.102,        0.0000,        0.0000,    0,        41.125,Picarro_Sample_Tray,     113,       5,    UBC_01,       0,       1
   547,    P-1005,   2025/07/27 16:38:24,Picarro_Sample_Tray-113,       3,        -5.947,       -11.124,       -90.291,        -0.058,         12210,      -1,    1,                                        ,                                        ,                 H2O, 1753659778.04,         0.182,         0.172,         0.698,         0.141,        88.586,        -0.000,        -0.004,         1.499,        47.879,        25.689,         0.669,        43.634,         0.941,        -0.231,        0.0000,        0.0000,    0,        41.125,Picarro_Sample_Tray,     113,       5,    UBC_01,       0,       1
